,Vernier,Time,Cam,L,Lambda,Lp,Ld
0,-5.334273227604259e-40,8.943194150924683,0.008527745251288564,1.601887857744422,0.9428694812850308,1.5968356323384814,1.5932651777480982
1,1.8071068783713695e-39,0.33852267265319824,-0.05917459132523902,1.601887857744422,0.9428694812850308,1.597447623859841,1.5964291916229458
2,-6.695000190725054e-39,0.3370969295501709,-0.09145494800543219,1.601887857744422,0.9428694812850308,1.597447623859841,1.5996139907002158
3,2.4789222892212857e-38,0.3371295928955078,0.11503827100543772,1.601887857744422,0.9428694812850308,1.598863656547882,1.6008363115762898
4,-1.152370944253082e-37,0.33667993545532227,0.13770075527744785,1.601887857744422,0.9428694812850308,1.602129223043546,1.5932651777480982
5,3.3918087086618128e-37,0.33613109588623047,0.07947126714375592,1.601887857744422,0.9428694812850308,1.5994705370486377,1.6008363115762898
6,-1.4413204286792058e-36,0.33610010147094727,0.008527745251288564,1.601887857744422,0.9428694812850308,1.5968356323384814,1.5932651777480982
7,5.0029228775546194e-36,0.3375883102416992,0.015180596432189067,1.601887857744422,0.9428694812850308,1.5968356323384814,1.6008363115762898
8,-1.857037108153927e-35,0.3381204605102539,0.03407714408444385,1.601887857744422,0.9428694812850308,1.6033450468059856,1.5964291916229458
9,7.492093433254944e-35,0.3361332416534424,0.030566328237787453,1.601887857744422,0.9428694812850308,1.6039566730174983,1.5932651777480982
10,-2.7960873347960593e-34,0.34037351608276367,0.07947126714375592,1.601887857744422,0.9428694812850308,1.5994705370486377,1.6008363115762898
11,1.0435139995858743e-33,0.33912229537963867,0.043951367821500095,1.601887857744422,0.9428694812850308,1.598863656547882,1.5996139907002158
12,-4.279633253741339e-33,0.3385813236236572,-0.03385127503743771,1.601887857744422,0.9428694812850308,1.6039566730174983,1.5996139907002158
13,1.4534275059869693e-32,0.33809447288513184,-0.03722197806258803,1.601887857744422,0.9428694812850308,1.6045707716775108,1.5964291916229458
14,-5.424265297461488e-32,0.33613109588623047,0.008384259888205823,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5996139907002158
15,1.7778443355043323e-31,0.3367798328399658,0.008384259888205823,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5996139907002158
16,-7.061988878034313e-31,0.3370990753173828,-0.001579248080403615,1.601887857744422,0.9428694812850308,1.6039566730174983,1.5964291916229458
17,2.6223592143751357e-30,0.3401217460632324,0.0407436764722591,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5964291916229458
18,-1.052279506834181e-29,0.33856654167175293,-0.05917459132523902,1.601887857744422,0.9428694812850308,1.597447623859841,1.5964291916229458
19,3.9271605832686856e-29,0.3361344337463379,-0.00511784065328789,1.601887857744422,0.9428694812850308,1.6045707716775108,1.5932651777480982
20,-1.465636282624056e-28,0.33806395530700684,0.0407436764722591,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5964291916229458
21,5.469829072169357e-28,0.3386650085449219,0.07276707451434862,1.601887857744422,0.9428694812850308,1.6033450468059856,1.6008363115762898
22,-2.041368000605337e-27,0.33809590339660645,-0.05598959416559751,1.601887857744422,0.9428694812850308,1.5968356323384814,1.5996139907002158
23,7.618489095204413e-27,0.3370976448059082,0.008384259888205823,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5996139907002158
24,-2.8432588380212314e-26,0.337554931640625,-0.001579248080403615,1.601887857744422,0.9428694812850308,1.6039566730174983,1.5964291916229458
25,1.0611186442564484e-25,0.33612513542175293,-0.05598959416559751,1.601887857744422,0.9428694812850308,1.5968356323384814,1.5996139907002158
26,-3.960148693223671e-25,0.33806514739990234,0.0017635003659647334,1.601887857744422,0.9428694812850308,1.6033450468059856,1.5996139907002158
27,1.374550036294695e-24,0.3454458713531494,-0.02366767959661805,1.601887857744422,0.9428694812850308,1.5968356323384814,1.5964291916229458
28,-5.5157755821329274e-24,0.33609962463378906,0.0017635003659647334,1.601887857744422,0.9428694812850308,1.6033450468059856,1.5996139907002158
29,1.893079349056183e-23,0.33759069442749023,0.021556274507918624,1.601887857744422,0.9428694812850308,1.5917902661017231,1.5996139907002158
30,-7.682484328053862e-23,0.3370993137359619,0.11503827100543772,1.601887857744422,0.9428694812850308,1.598863656547882,1.6008363115762898
31,2.602444388047897e-22,0.3380899429321289,0.0407436764722591,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5964291916229458
32,-1.0700320303454077e-21,0.3362746238708496,-0.001579248080403615,1.601887857744422,0.9428694812850308,1.6039566730174983,1.5964291916229458
33,3.993413902975145e-21,0.33711814880371094,0.0407436764722591,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5964291916229458
34,-1.3209557687046572e-20,0.33610057830810547,-0.03722197806258803,1.601887857744422,0.9428694812850308,1.6045707716775108,1.5964291916229458
35,5.562108042324554e-20,0.33762168884277344,0.008384259888205823,1.601887857744422,0.9428694812850308,1.5994705370486377,1.5996139907002158
36,-2.0758069811142703e-19,0.33809471130371094,0.07276707451434862,1.601887857744422,0.9428694812850308,1.6033450468059856,1.6008363115762898
37,7.204916033981873e-19,0.3400557041168213,-0.06945239283776264,1.601887857744422,0.9428694812850308,1.6045707716775108,1.5996139907002158
38,-2.6743857154813225e-18,0.33647704124450684,0.05400680147163848,1.601887857744422,0.9428694812850308,1.5917902661017231,1.5964291916229458
39,1.0790202887891233e-17,0.33809375762939453,0.015180596432189067,1.601887857744422,0.9428694812850308,1.5968356323384814,1.6008363115762898
40,-3.680013844963289e-17,0.33809375762939453,0.07276707451434862,1.601887857744422,0.9428694812850308,1.6033450468059856,1.6008363115762898
41,-1.133898296300199e-16,0.3608262538909912,-0.29108510045784564,1.601887857744422,0.9428694812850308,,1.5977990135053066
42,-0.5000000000000003,0.3391265869140625,-0.6813149953844901,1.601887857744422,0.9428694812850308,1.5953756205679708,1.5948235824456054
43,-1.2500000700000002,0.3385441303253174,-1.6525507770136971,1.601887857744422,0.9428694812850308,1.5999325199034198,1.6092381492695973
44,-2.250000060000001,0.3370635509490967,-2.2800182152209856,1.601887857744422,0.9428694812850308,1.6021187960372436,1.612089248971806
45,-3.2500001600000004,0.33710193634033203,-2.8314558928230085,1.601887857744422,0.9428694812850308,1.5975487269526543,1.5934012643700168
46,-3.7500001000000007,0.33751583099365234,-3.242373007906764,1.601887857744422,0.9428694812850308,1.5972544931111528,1.6052569939262915
47,-3.999999970000001,0.3400845527648926,-3.8028098123601892,1.601887857744422,0.9428694812850308,1.6043887649578408,1.6022549005832374
48,-4.749999990000002,0.33806300163269043,-4.185440781276768,1.601887857744422,0.9428694812850308,1.6035014573508657,1.6066879265229344
